City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Trairi,BR,2022-07-22 20:14:34,-3.2778,-39.2689,80.55,73,96,11.86
295,Nikki,BJ,2022-07-22 20:17:38,9.9401,3.2108,73.78,90,89,1.68
296,Nioro,GM,2022-07-22 20:17:38,13.35,-15.75,76.5,89,100,9.69
297,Giyani,ZA,2022-07-22 20:17:39,-23.3025,30.7187,66.02,62,63,4.85
298,Kalach-Na-Donu,RU,2022-07-22 20:17:39,48.691,43.5264,63.73,82,64,4.85
299,Jacarau,BR,2022-07-22 20:17:39,-6.6122,-35.2928,73.62,84,100,12.37
300,Kortkeros,RU,2022-07-22 20:17:40,61.8106,51.5806,57.2,75,49,2.19
301,Marsh Harbour,BS,2022-07-22 20:17:40,26.5412,-77.0636,83.97,71,0,15.28
302,Hambantota,LK,2022-07-22 20:17:41,6.1241,81.1185,78.89,82,97,17.58
303,Gwadar,PK,2022-07-22 20:17:41,25.1216,62.3254,82.87,82,85,8.14
304,Itagi,BR,2022-07-22 20:17:42,-14.1628,-40.0061,77.59,53,90,5.99
305,Wajir,KE,2022-07-22 20:17:42,1.7471,40.0573,78.4,51,100,22.19
306,Paita,PE,2022-07-22 20:17:43,-5.0892,-81.1144,68.02,75,25,15.14
307,Blagoyevo,RU,2022-07-22 20:17:44,63.3667,47.9167,61.54,68,77,4.27
308,Nauta,PE,2022-07-22 20:17:44,-4.5061,-73.5757,77.31,88,96,3.67
309,Kuminskiy,RU,2022-07-22 20:17:44,58.6667,66.5667,52.84,88,26,3.49
310,Mrakovo,RU,2022-07-22 20:17:45,52.7161,56.6244,59.5,82,96,3.94
311,Ahar,IR,2022-07-22 20:17:45,38.4774,47.0699,65.55,63,0,4.99
312,Corrente,BR,2022-07-22 20:17:45,-3.7367,-43.3394,87.98,48,62,0.34
313,Qaqortoq,GL,2022-07-22 20:17:46,60.7167,-46.0333,51.01,73,44,5.77
314,Krasnoselkup,RU,2022-07-22 20:16:09,65.7,82.4667,50.9,92,84,12.48
315,Antofagasta,CL,2022-07-22 20:17:46,-23.65,-70.4,58.28,76,98,7.74
316,Sadon,RU,2022-07-22 20:17:46,42.8518,44.0037,54.93,92,73,4.27
317,Asbe Teferi,ET,2022-07-22 20:17:47,9.0833,40.8667,64.69,68,88,8.7
318,Seredka,RU,2022-07-22 20:17:47,58.1584,28.1858,64.15,77,80,6.11
319,Kapoeta,SS,2022-07-22 20:17:47,4.7717,33.5903,83.93,37,95,12.73
320,Husavik,IS,2022-07-22 20:17:27,66.0449,-17.3389,51.08,83,43,4.09
321,Tessalit,ML,2022-07-22 20:17:48,20.1986,1.0114,97.32,19,16,11.43
322,Kaniama,CD,2022-07-22 20:17:48,-7.5667,24.1833,74.28,38,52,5.03
323,Cimislia,MD,2022-07-22 20:17:49,46.52,28.7842,73.54,34,0,6.4
324,Hualmay,PE,2022-07-22 20:17:49,-11.0964,-77.6139,65.44,73,35,7.7
325,Karaton,ID,2022-07-22 20:17:49,-6.3424,106.1045,72.59,94,98,2.53
326,Damaturu,NG,2022-07-22 20:17:50,11.747,11.9608,78.98,73,76,5.86
327,Lyuban,BY,2022-07-22 20:17:50,52.7985,28.0048,63.36,76,0,6.22
328,Chesma,RU,2022-07-22 20:17:50,53.8111,60.6533,59.11,76,1,4.5
329,Bathsheba,BB,2022-07-22 20:16:05,13.2167,-59.5167,86.61,78,40,17.27
330,San Vicente De Canete,PE,2022-07-22 20:17:50,-13.0751,-76.3835,65.01,73,24,5.68
331,Senneterre,CA,2022-07-22 20:17:51,48.3835,-77.2328,72.09,56,94,7.72
332,Sechura,PE,2022-07-22 20:17:51,-5.5569,-80.8222,71.56,65,18,14.43
333,Copiapo,CL,2022-07-22 20:17:52,-27.3667,-70.3333,53.29,49,58,6.46
334,Ushtobe,KZ,2022-07-22 20:17:52,45.2514,77.9838,76.93,32,2,1.23
335,Belmonte,BR,2022-07-22 20:17:52,-15.8631,-38.8828,73.71,79,35,8.84
336,Yei,SS,2022-07-22 20:17:53,4.095,30.6779,69.21,75,24,3.65
337,Rincon,US,2022-07-22 20:17:53,32.296,-81.2354,93.16,49,40,12.66
338,Hoshiarpur,IN,2022-07-22 20:17:53,31.5322,75.9172,81.5,81,99,5.77
339,Nizwa,OM,2022-07-22 20:17:54,22.9333,57.5333,89.71,58,91,5.44
340,Batticaloa,LK,2022-07-22 20:17:54,7.7102,81.6924,79.95,83,100,3.74
341,Shevchenkove,UA,2022-07-22 20:17:54,49.6959,37.1735,56.95,96,64,11.39
342,Sadovoye,RU,2022-07-22 20:17:55,47.7764,44.5089,66.74,73,96,8.28
343,Akureyri,IS,2022-07-22 20:17:55,65.6835,-18.0878,51.73,76,20,12.66
344,Cozumel,MX,2022-07-22 20:14:51,20.5083,-86.9458,89.67,73,100,9.22
345,Marienburg,PL,2022-07-22 20:17:56,54.0359,19.0266,69.89,90,1,6.51
346,Shamary,RU,2022-07-22 20:17:56,57.3434,58.2199,57.11,95,30,3.42
347,Dunmore Town,BS,2022-07-22 20:17:57,25.5,-76.65,83.14,75,44,14.99
348,Kardailovo,RU,2022-07-22 20:17:57,51.5386,53.9042,72.07,46,100,11.34
349,Pembroke,CA,2022-07-22 20:17:57,45.8168,-77.1162,84.18,39,74,10.65
350,Vestmanna,FO,2022-07-22 20:17:58,62.1564,-7.1664,50.92,82,40,4.61
351,Zhanaozen,KZ,2022-07-22 20:17:58,43.3,52.8,79.84,46,4,27.65
352,Vila Franca Do Campo,PT,2022-07-22 20:17:25,37.7167,-25.4333,73.81,73,85,1.95
353,Douglas,US,2022-07-22 20:17:59,41.3,-96.167,98.6,50,0,6.91
354,Porto Velho,BR,2022-07-22 20:14:23,-8.7619,-63.9039,93.25,38,40,4.61
355,Rock Sound,BS,2022-07-22 20:17:59,24.9,-76.2,82.65,77,30,15.03
356,Mopti,ML,2022-07-22 20:17:59,14.6667,-4.0,89.44,44,41,1.43
357,Inyonga,TZ,2022-07-22 20:18:00,-6.7167,32.0667,68.92,44,39,6.53
358,Ormara,PK,2022-07-22 20:18:00,25.2088,64.6357,83.48,86,99,13.04
359,Castro,BR,2022-07-22 20:17:32,-24.7911,-50.0119,68.2,60,55,4.25
360,Opuwo,NA,2022-07-22 20:18:01,-18.0607,13.84,64.4,26,0,5.66
361,Bereznik,RU,2022-07-22 20:18:01,62.8551,42.7072,67.68,76,91,6.6
362,Manzil Salim,TN,2022-07-22 20:18:01,35.8567,8.4765,85.06,29,0,13.96
363,Beruwala,LK,2022-07-22 20:18:02,6.4788,79.9828,79.0,87,100,13.42
364,Klaksvik,FO,2022-07-22 20:18:02,62.2266,-6.589,52.72,82,100,5.73
365,Koutsouras,GR,2022-07-22 20:18:02,35.0339,25.9469,84.11,35,0,12.21
366,Margate,GB,2022-07-22 20:18:03,51.3813,1.3862,64.31,80,50,3.0
367,Puurmani,EE,2022-07-22 20:18:03,58.5738,26.2878,73.62,80,27,3.11
368,Abancay,PE,2022-07-22 20:18:04,-13.6339,-72.8814,74.52,31,30,9.48
369,Ibia,BR,2022-07-22 20:18:04,-19.4783,-46.5389,76.46,32,1,4.45
370,Aksarka,RU,2022-07-22 20:18:04,66.5606,67.7975,46.26,94,100,7.74
371,Grootfontein,NA,2022-07-22 20:18:05,-19.5667,18.1167,58.39,43,10,4.25
372,Fort Wayne,US,2022-07-22 20:15:32,41.1306,-85.1289,87.15,48,20,4.61
373,Fereydun Kenar,IR,2022-07-22 20:18:05,36.6864,52.5225,79.02,83,0,0.0
374,Maracaibo,VE,2022-07-22 20:18:05,10.6317,-71.6406,90.52,52,77,10.67
375,Asyut,EG,2022-07-22 20:18:06,27.181,31.1837,87.3,23,5,8.57
376,Portsmouth,GB,2022-07-22 20:16:22,50.799,-1.0913,68.97,84,20,1.01
377,Babati,TZ,2022-07-22 20:18:06,-4.2167,35.75,56.59,75,3,3.27
378,Omboue,GA,2022-07-22 20:18:07,-1.5746,9.2618,71.15,81,89,10.87
379,Tukrah,LY,2022-07-22 20:18:07,32.5341,20.5791,78.35,82,0,8.77
380,Vestmannaeyjar,IS,2022-07-22 20:17:20,63.4427,-20.2734,51.48,91,100,5.1
381,Barranco,PA,2022-07-22 20:18:07,9.5167,-82.7,85.57,67,56,6.13
382,Santiago De Cao,PE,2022-07-22 20:18:08,-7.9589,-79.2392,64.53,77,11,12.66
383,Arlit,NE,2022-07-22 20:18:08,18.7369,7.3853,102.61,12,56,6.08
384,Sao Jose Da Coroa Grande,BR,2022-07-22 20:17:57,-8.8978,-35.1478,75.4,83,99,10.67
385,Bosaso,SO,2022-07-22 20:18:08,11.2842,49.1816,90.84,41,21,20.94
386,Tres Coracoes,BR,2022-07-22 20:18:09,-21.6969,-45.2533,73.09,39,3,1.7
387,Tyup,KG,2022-07-22 20:18:09,42.7276,78.3648,65.62,29,0,4.32
388,Cap Malheureux,MU,2022-07-22 20:18:09,-19.9842,57.6142,69.48,72,1,8.99
389,Carnarvon,AU,2022-07-22 20:14:44,-24.8667,113.6333,62.65,65,0,11.79
390,Mwinilunga,ZM,2022-07-22 20:18:10,-11.7358,24.4293,60.39,44,99,4.68
391,Bexhill,AU,2022-07-22 20:18:10,-28.7667,153.35,57.63,97,75,14.97
392,Maceio,BR,2022-07-22 20:18:10,-9.6658,-35.7353,74.64,88,100,9.22
393,Lovozero,RU,2022-07-22 20:18:11,68.005,35.0117,56.25,89,100,4.7
394,Didi Lilo,GE,2022-07-22 20:18:11,41.7361,44.9647,64.18,60,0,24.16
395,Tazovskiy,RU,2022-07-22 20:18:11,67.4667,78.7,45.52,94,100,7.25
396,Trinidad,BO,2022-07-22 20:16:39,-14.8333,-64.9,91.38,43,20,9.22
397,Qorveh,IR,2022-07-22 20:18:12,35.1664,47.8045,69.35,22,0,2.42
398,Salaya,IN,2022-07-22 20:18:12,22.3167,69.6,81.86,83,95,17.69
399,Paamiut,GL,2022-07-22 20:18:13,61.994,-49.6678,45.3,85,6,6.98
400,Sarab,IR,2022-07-22 20:18:13,38.6066,44.9883,77.0,35,2,4.32
401,Liverpool,GB,2022-07-22 20:18:13,53.4106,-2.9779,63.61,91,75,5.75
402,Bershet,RU,2022-07-22 20:18:14,57.7309,56.3783,63.66,91,57,4.05
403,Bagan,RU,2022-07-22 20:18:14,54.1001,77.6646,56.03,88,1,7.49
404,Noyabrsk,RU,2022-07-22 20:18:14,63.1994,75.4507,43.68,86,65,8.43
405,Leo,BF,2022-07-22 20:18:15,11.1,-2.1,74.43,89,84,2.37
406,Quatre Cocos,MU,2022-07-22 20:18:15,-20.2078,57.7625,69.91,77,10,16.37
407,Envira,BR,2022-07-22 20:18:15,-7.3,-70.2167,90.95,43,40,2.75
408,Panama City,PA,2022-07-22 20:16:28,8.9936,-79.5197,81.93,78,75,5.75
409,Awjilah,LY,2022-07-22 20:18:16,29.1081,21.2869,81.63,43,0,17.09
410,Mahon,ES,2022-07-22 20:18:16,39.8885,4.2658,81.16,78,0,5.75
411,George,ZA,2022-07-22 20:18:17,-33.963,22.4617,53.15,94,100,1.14
412,Sudbury,CA,2022-07-22 20:18:17,46.49,-80.99,81.57,41,76,11.01
413,Banda Aceh,ID,2022-07-22 20:18:17,5.5577,95.3222,78.19,83,100,3.8
414,Valvedditturai,LK,2022-07-22 20:18:18,9.8167,80.1667,80.47,85,100,15.82
415,Lithakia,GR,2022-07-22 20:15:10,37.7167,20.8333,85.28,51,0,4.61
416,Forestville,US,2022-07-22 20:18:18,38.8451,-76.875,97.2,46,0,14.97
417,Inirida,CO,2022-07-22 20:18:18,3.8653,-67.9239,82.29,83,99,3.2
418,Beni Mazar,EG,2022-07-22 20:18:19,28.4962,30.8029,87.37,30,5,15.03
419,Dwarka,IN,2022-07-22 20:18:19,22.2394,68.9678,82.13,82,62,18.99
420,Challans,FR,2022-07-22 20:18:20,46.8436,-1.8749,67.12,78,7,10.38
421,Holesov,CZ,2022-07-22 20:18:20,49.3333,17.5783,76.71,56,0,4.59
422,Nouakchott,MR,2022-07-22 20:18:20,18.0858,-15.9785,84.13,83,39,11.92
423,Mahajanga,MG,2022-07-22 20:18:20,-15.7167,46.3167,73.47,50,2,12.93
424,Sao Joao Da Barra,BR,2022-07-22 20:18:21,-21.6403,-41.0511,77.09,81,0,13.71
425,Baraki Barak,AF,2022-07-22 20:18:22,33.9675,68.9486,76.64,59,92,3.85
426,Vadso,NO,2022-07-22 20:18:22,70.0744,29.7487,58.08,76,0,4.61
427,Soanierana Ivongo,MG,2022-07-22 20:18:23,-16.9167,49.5833,67.03,90,74,5.01
428,Aketi,CD,2022-07-22 20:18:23,2.7388,23.7833,69.78,96,100,2.62
429,Asfi,MA,2022-07-22 20:18:23,32.2994,-9.2372,77.74,72,99,14.09
430,Lahij,YE,2022-07-22 20:18:24,13.1667,44.5833,87.35,46,31,5.64
431,Naryan-Mar,RU,2022-07-22 20:16:29,67.6713,53.087,50.5,64,100,9.33
432,Am Timan,TD,2022-07-22 20:18:24,11.0297,20.2827,75.09,84,12,6.29
433,Ecoporanga,BR,2022-07-22 20:18:25,-18.3733,-40.8306,75.22,57,87,7.36
434,Salto,UY,2022-07-22 20:17:32,-31.3833,-57.9667,68.16,88,75,7.0
435,Alappuzha,IN,2022-07-22 20:13:36,9.49,76.3264,78.01,86,100,8.23
436,Gujranwala,PK,2022-07-22 20:14:26,32.1617,74.1883,87.85,75,95,4.83
437,Ati,TD,2022-07-22 20:18:25,13.2154,18.3353,87.1,54,100,8.14
438,Grenville,GD,2022-07-22 20:18:26,12.1167,-61.6167,86.05,75,0,15.88
439,Kantunilkin,MX,2022-07-22 20:18:26,21.0917,-87.45,96.42,36,89,7.99
440,Camana,PE,2022-07-22 20:18:26,-16.6228,-72.7111,61.75,81,53,5.5
441,Thinadhoo,MV,2022-07-22 20:18:27,0.5333,72.9333,80.98,77,100,8.48
442,Florence,IT,2022-07-22 20:18:27,43.7667,11.25,85.68,64,0,4.61
443,Ust-Ishim,RU,2022-07-22 20:18:27,57.6935,71.1665,53.2,93,92,4.34
444,Oksfjord,NO,2022-07-22 20:18:28,70.2396,22.3479,54.0,80,100,7.34
445,Nieuw Amsterdam,SR,2022-07-22 20:18:28,5.8833,-55.0833,85.01,75,40,6.91
446,Havre-Saint-Pierre,CA,2022-07-22 20:18:28,50.2334,-63.5986,68.36,88,100,5.75
447,Ancud,CL,2022-07-22 20:18:28,-41.8697,-73.8203,41.23,96,100,9.1
448,Geraldton,AU,2022-07-22 20:18:29,-28.7667,114.6,50.41,87,76,14.97
449,Yarada,IN,2022-07-22 20:18:29,17.65,83.2667,80.92,89,40,4.61
450,Marrakesh,MA,2022-07-22 20:16:53,31.6315,-8.0083,96.87,21,75,13.8
451,Urucui,BR,2022-07-22 20:18:30,-7.2294,-44.5561,93.22,25,100,5.46
452,Badarwas,IN,2022-07-22 20:18:30,24.9667,77.5667,75.69,93,100,9.31
453,Maragogi,BR,2022-07-22 20:13:50,-9.0122,-35.2225,74.71,84,100,10.78
454,Brae,GB,2022-07-22 20:17:49,60.3964,-1.353,51.71,76,100,8.81
455,Sisimiut,GL,2022-07-22 20:18:31,66.9395,-53.6735,47.05,80,100,3.62
456,Talcahuano,CL,2022-07-22 20:18:31,-36.7167,-73.1167,53.28,94,100,8.05
457,Cotonou,BJ,2022-07-22 20:14:44,6.3654,2.4183,76.89,82,100,12.35
458,Nova Olimpia,BR,2022-07-22 20:18:32,-14.7972,-57.2881,95.13,20,5,2.82
459,Tartagal,AR,2022-07-22 20:18:32,-22.5164,-63.8013,80.26,41,27,4.59
460,Moen,NO,2022-07-22 20:18:33,69.1304,18.6123,52.52,71,75,6.91
461,Bocas Del Toro,PA,2022-07-22 20:18:33,9.3333,-82.25,82.9,72,100,9.75
462,Bell Ville,AR,2022-07-22 20:18:33,-32.6259,-62.6887,74.66,42,36,6.31
463,Platanos,GR,2022-07-22 20:18:34,37.6667,21.6167,82.56,57,0,2.8
464,Amot,NO,2022-07-22 20:18:35,59.5714,7.9877,60.76,87,91,4.27
465,Dombarovskiy,RU,2022-07-22 20:18:35,50.7587,59.5386,72.3,38,85,9.62
466,San Pedro,PH,2022-07-22 20:18:35,14.35,121.0167,81.63,87,40,2.3
467,Port-Cartier,CA,2022-07-22 20:14:17,50.0334,-66.8654,65.75,68,69,6.44
468,Kerouane,GN,2022-07-22 20:18:36,9.2667,-9.0167,70.21,95,93,2.46
469,Najran,SA,2022-07-22 20:18:36,17.4924,44.1277,92.05,26,100,4.76
470,Sabha,LY,2022-07-22 20:18:36,27.0377,14.4283,84.45,20,0,7.31
471,Araouane,ML,2022-07-22 20:18:37,18.9048,-3.5265,95.22,32,76,9.86
472,Mount Pleasant,US,2022-07-22 20:15:47,32.7941,-79.8626,93.34,76,0,13.8
473,Tucuman,AR,2022-07-22 20:18:10,-26.8241,-65.2226,77.0,44,40,4.61
474,Odweyne,SO,2022-07-22 20:18:38,9.4092,45.064,72.97,52,5,19.15
475,Kholmogory,RU,2022-07-22 20:18:38,64.2229,41.656,65.84,89,59,8.34
476,Salinas,US,2022-07-22 20:18:38,36.6777,-121.6555,95.56,61,0,12.66
477,Kangaba,ML,2022-07-22 20:18:39,11.9333,-8.4167,75.4,89,100,2.71
478,Inta,RU,2022-07-22 20:18:39,66.0317,60.1659,44.42,81,69,9.44
479,Matagami,CA,2022-07-22 20:18:39,49.7502,-77.6328,77.11,53,20,13.8
480,Salinopolis,BR,2022-07-22 20:18:40,-0.6136,-47.3561,81.75,75,86,10.42
481,Pudozh,RU,2022-07-22 20:18:40,61.8099,36.5345,64.44,79,84,3.96
482,Bubaque,GW,2022-07-22 20:17:48,11.2833,-15.8333,77.05,91,100,18.28
483,Grand Gaube,MU,2022-07-22 20:18:41,-20.0064,57.6608,70.2,72,1,8.99
484,Caceres,ES,2022-07-22 20:18:41,39.522,-6.3748,86.22,12,6,6.4
485,Sibi,PK,2022-07-22 20:18:41,29.5448,67.8764,91.53,50,91,8.99
486,Moussoro,TD,2022-07-22 20:18:42,13.6408,16.4901,87.24,52,100,8.95
487,Narasannapeta,IN,2022-07-22 20:18:42,18.4167,84.05,80.85,86,100,1.59
488,Damara,CF,2022-07-22 20:18:43,4.9608,18.7035,68.32,99,100,3.22
489,Sernur,RU,2022-07-22 20:18:43,56.9333,49.1536,62.37,78,35,5.82
490,Japura,ID,2022-07-22 20:18:43,-0.3167,102.35,73.65,99,86,2.21
491,Breznice,CZ,2022-07-22 20:18:44,49.5576,13.9506,71.04,86,0,3.69
492,Itaituba,BR,2022-07-22 20:17:07,-4.2761,-55.9836,91.56,55,20,0.0
493,Agirish,RU,2022-07-22 20:18:44,61.9247,63.0231,48.04,69,95,3.94
494,Kuito,AO,2022-07-22 20:18:44,-12.3833,16.9333,60.17,33,4,2.3
495,Camocim,BR,2022-07-22 20:18:45,-2.9022,-40.8411,81.81,74,99,14.36
496,Matara,LK,2022-07-22 20:18:45,5.9485,80.5353,77.9,88,100,13.69
497,Raga,SS,2022-07-22 20:18:45,8.4596,25.678,69.42,98,79,3.78
498,La Palma,US,2022-07-22 20:18:46,33.8464,-118.0467,95.18,59,40,9.22
499,Gat,IL,2022-07-22 20:17:05,31.61,34.7642,79.81,100,2,4.21
500,Buraydah,SA,2022-07-22 20:18:46,26.326,43.975,99.05,11,17,9.08
501,Tocopilla,CL,2022-07-22 20:18:46,-22.092,-70.1979,64.69,70,99,12.44
